cluster,n,m,modularity,connectivity,connectivity_normalized_log10(n),connectivity_normalized_log2(n),connectivity_normalized_sqrt(n)/5,conductance
73,512,1636,0.0002370430672527857,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8737069631002007
318,502,743,0.00010841904789923808,0.0,0.0,0.0,0.0,0.883806396121667
126,512,2453,0.0003546056631620357,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8557610325463794
267,512,6175,0.0009061417374766392,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.3974434035909446
164,511,2588,0.0003744668434703627,0.0,0.0,0.0,0.0,0.8478094678035872
211,512,12558,0.0017530236600728694,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8098612341304989
119,512,4946,0.0007169084658619882,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.7776229121237327
232,512,6506,0.0009257746203092863,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8290167014888109
60,512,3569,0.0005072247142991837,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8756120937527229
85,512,7772,0.0009966478718202636,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.9056028566917275
57,512,1538,0.00022010403024434264,0.0,0.0,0.0,0.0,0.9087916975537436
41,512,2332,0.00033913887753704857,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8268488268488269
129,511,2186,0.0003186197712440203,0.0,0.0,0.0,0.0,0.8132820841341021
46,512,10980,0.0015616717396576552,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.7793984690494846
161,512,4221,0.0006091562348448396,0.0,0.0,0.0,0.0,0.8192484744674018
272,512,8593,0.00125546393196097,0.0,0.0,0.0,0.0,0.5705969067786023
141,512,4765,0.0006880998047229885,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8047331216063928
231,512,4475,0.0006492395205969033,0.0,0.0,0.0,0.0,0.7815901215286252
32,512,1832,0.00026146016187017203,0.0,0.0,0.0,0.0,0.9050014260157121
327,512,7923,0.001158663271415857,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.5563581387535697
238,512,2779,0.0004015265160203124,0.0,0.0,0.0,0.0,0.8486548306284718
217,512,8040,0.0011489590165659623,0.0,0.0,0.0,0.0,0.7966127420599284
62,509,979,0.00014117908008451748,0.0,0.0,0.0,0.0,0.9145873320537428
299,512,3966,0.0005779543435574913,0.0,0.0,0.0,0.0,0.7510045203415369
180,512,1896,0.0002753790449429436,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8518518518518519
329,508,1200,0.00017543750659633302,0.0,0.0,0.0,0.0,0.8314133183478505
313,502,700,0.00010206436754007539,0.0,0.0,0.0,0.0,0.8922745460141582
244,512,4884,0.0006946583119234043,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8528317237430884
122,512,4097,0.0005914721584584176,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8202597174695095
